unit_id,line_id,furnace_temp_c,roller_pressure_bar,line_speed_mpm,lubricant_flow_lph,vibration_rms_mms,ambient_humidity_pct,cooling_rate_cps,tension_variation_kn,defect_class
UNIT-10899,LINE-A,886.05,189.56,48.29,35.59,1.72,47.08,17.19,2.36,hole
UNIT-10378,LINE-A,901.17,170.83,49.46,32.76,1.81,45.06,29.0,1.45,crack
UNIT-11560,LINE-C,841.55,150.32,53.12,32.62,1.44,48.19,18.85,0.3,normal
UNIT-12209,LINE-A,831.05,153.93,35.91,14.9,1.91,78.68,15.97,0.57,rust
UNIT-13129,LINE-B,836.84,153.27,70.01,18.06,5.27,42.82,17.55,0.42,scratch
UNIT-12347,LINE-A,841.34,145.19,38.13,13.22,2.09,93.7,16.76,0.35,rust
UNIT-10387,LINE-C,912.25,161.82,47.81,34.3,1.22,44.09,26.04,1.28,crack
UNIT-10199,LINE-A,926.12,170.08,48.92,31.67,1.76,43.39,29.07,2.17,crack
UNIT-13423,LINE-A,834.68,151.55,59.84,21.39,5.74,47.53,16.82,0.73,scratch
UNIT-11710,LINE-B,847.88,143.01,53.29,35.39,1.72,39.85,16.51,0.49,normal
UNIT-11051,LINE-B,883.58,183.25,48.54,33.87,1.84,44.67,18.46,1.62,hole
UNIT-10591,LINE-A,896.05,197.43,50.27,31.14,1.5,45.27,28.67,1.82,crack
UNIT-10520,LINE-B,900.34,174.12,52.71,29.85,1.4,47.83,23.24,1.31,crack
UNIT-12368,LINE-A,835.75,152.17,38.71,9.57,2.05,86.2,21.0,0.38,rust
UNIT-11629,LINE-A,839.13,153.52,50.4,30.48,1.6,38.53,18.77,0.42,normal
UNIT-12833,LINE-A,824.19,147.16,69.57,17.54,5.71,48.99,16.79,0.2,scratch
UNIT-12388,LINE-B,841.68,152.46,32.3,19.54,1.63,73.14,17.99,0.35,rust
UNIT-10430,LINE-A,904.48,166.08,46.04,33.63,1.19,42.26,32.42,1.19,crack
UNIT-11084,LINE-B,868.81,187.53,47.49,34.72,2.19,50.98,18.05,1.84,hole
UNIT-12068,LINE-C,823.92,156.35,50.56,31.76,1.94,48.99,18.73,0.46,normal
UNIT-11841,LINE-A,837.52,147.42,50.39,30.69,1.57,44.28,18.74,0.71,normal
UNIT-10208,LINE-A,898.75,179.71,48.63,33.72,1.48,43.82,29.95,0.94,crack
UNIT-10492,LINE-B,882.18,168.79,48.36,30.6,1.4,42.45,30.49,1.98,crack
UNIT-13008,LINE-C,842.34,148.78,69.02,12.66,5.46,50.44,15.58,0.38,scratch
UNIT-11810,LINE-A,837.45,144.09,49.46,31.32,1.82,35.18,15.9,0.39,normal
UNIT-11938,LINE-C,832.47,152.53,52.58,33.75,1.52,45.45,19.51,0.66,normal
UNIT-13398,LINE-A,843.27,149.55,69.38,12.04,4.07,48.41,18.49,0.56,scratch
UNIT-10793,LINE-C,892.93,204.06,50.92,28.58,1.86,46.07,17.69,2.5,hole
UNIT-13087,LINE-A,828.95,153.26,63.63,18.43,6.19,42.29,17.77,0.75,scratch
UNIT-11187,LINE-C,875.01,195.05,47.92,32.7,1.48,44.02,15.95,2.22,hole
UNIT-11186,LINE-B,852.92,198.49,46.65,33.66,1.41,46.78,17.67,1.86,hole
UNIT-11551,LINE-A,826.25,147.64,49.04,32.52,1.67,45.6,16.78,0.36,normal
UNIT-13271,LINE-C,853.3,156.49,62.55,21.38,3.98,44.76,15.1,0.47,scratch
UNIT-11865,LINE-C,840.22,145.87,51.32,34.81,1.29,40.67,21.42,0.35,normal
UNIT-12609,LINE-A,846.23,147.99,30.39,10.48,1.36,75.15,14.16,0.55,rust
UNIT-11531,LINE-A,841.09,149.73,51.06,32.79,1.81,46.93,16.87,0.48,normal
UNIT-11411,LINE-C,849.76,149.42,50.85,31.77,1.71,46.15,17.96,0.5,normal
UNIT-11477,LINE-B,842.57,146.31,51.81,33.79,1.27,47.52,16.57,0.59,normal
UNIT-12875,LINE-A,861.5,153.14,62.63,14.55,6.52,46.29,13.84,0.37,scratch
UNIT-11798,LINE-A,843.78,150.7,50.38,30.46,1.47,53.03,18.84,0.28,normal
UNIT-10084,LINE-A,908.17,171.23,50.15,30.71,1.81,45.57,34.49,2.27,crack
UNIT-12761,LINE-C,852.72,146.63,39.83,17.04,1.53,80.16,19.4,0.1,rust
UNIT-12603,LINE-A,844.82,149.74,31.85,8.12,2.06,80.28,16.07,0.38,rust
UNIT-10021,LINE-A,907.91,168.37,50.79,28.78,1.88,49.07,29.76,1.77,crack
UNIT-11906,LINE-B,834.11,154.96,52.9,34.07,2.21,49.07,15.81,0.52,normal
UNIT-11628,LINE-A,821.22,149.97,49.49,36.48,1.05,40.4,16.8,0.47,normal
UNIT-12223,LINE-A,831.13,146.8,38.69,17.83,1.33,68.3,16.21,0.57,rust
UNIT-12655,LINE-A,835.71,147.99,33.34,13.34,1.73,90.44,15.68,0.46,rust
UNIT-11406,LINE-A,839.13,155.16,46.38,34.91,1.55,41.06,14.6,0.61,normal
UNIT-12334,LINE-A,844.37,144.77,43.79,13.38,1.88,82.94,17.26,0.31,rust
UNIT-11731,LINE-A,837.06,147.99,51.36,29.01,1.96,44.48,18.14,0.58,normal
UNIT-11563,LINE-C,836.21,157.76,51.77,32.81,1.36,36.85,16.56,0.43,normal
UNIT-13489,LINE-C,825.5,152.03,62.92,12.8,5.61,42.06,18.55,0.55,scratch
UNIT-13142,LINE-A,836.74,155.81,58.65,17.26,6.17,43.77,16.43,0.57,scratch
UNIT-12333,LINE-A,841.78,151.93,34.11,8.38,1.85,72.85,17.65,0.33,rust
UNIT-10974,LINE-B,856.49,182.65,50.13,33.39,1.48,47.71,15.28,2.34,hole
UNIT-11711,LINE-B,835.57,151.67,51.29,28.7,2.02,45.88,19.08,0.76,normal
UNIT-13257,LINE-A,844.52,145.32,71.22,20.14,6.69,43.84,14.65,0.53,scratch
UNIT-12296,LINE-C,845.7,144.67,29.65,16.71,1.73,79.13,19.66,0.4,rust
UNIT-10884,LINE-B,893.47,194.79,47.58,30.98,2.07,46.99,17.63,1.96,hole
UNIT-11099,LINE-B,878.35,176.13,50.31,30.75,1.45,49.94,15.76,1.88,hole
UNIT-10157,LINE-A,910.69,168.55,46.47,34.43,1.55,41.14,30.31,2.11,crack
UNIT-12662,LINE-A,832.93,148.18,33.4,14.37,1.23,91.55,15.35,0.77,rust
UNIT-10887,LINE-C,869.32,190.23,46.64,31.65,1.6,53.12,16.91,2.84,hole
UNIT-13498,LINE-A,843.67,150.4,58.28,17.64,6.72,41.97,14.53,0.49,scratch
UNIT-12124,LINE-B,821.22,150.13,34.07,10.55,1.67,85.65,16.66,0.6,rust
UNIT-11513,LINE-B,841.56,148.11,49.64,31.87,1.59,47.71,18.47,0.35,normal
UNIT-12886,LINE-C,845.31,151.52,67.19,21.21,4.1,47.35,18.93,0.42,scratch
UNIT-13467,LINE-A,847.4,143.38,60.84,15.89,4.47,45.71,15.68,0.52,scratch
UNIT-12953,LINE-B,825.93,147.35,65.98,23.45,4.54,52.36,17.26,0.39,scratch
UNIT-13263,LINE-B,841.6,147.89,76.29,15.9,5.51,52.21,18.39,0.34,scratch
UNIT-12026,LINE-A,841.03,153.44,52.52,29.91,1.31,42.71,18.03,0.31,normal
UNIT-11454,LINE-B,833.11,153.26,47.91,28.78,1.49,48.49,17.98,0.5,normal
UNIT-11506,LINE-A,844.17,152.02,54.5,30.29,1.61,41.2,14.69,0.63,normal
UNIT-12438,LINE-A,837.69,147.16,35.41,17.28,1.95,74.43,15.7,0.44,rust
UNIT-13092,LINE-C,854.79,152.5,65.84,19.78,5.5,46.97,16.69,0.38,scratch
UNIT-10459,LINE-C,866.51,178.92,49.97,35.17,1.89,41.67,31.25,1.39,crack
UNIT-12744,LINE-B,841.04,150.69,35.76,20.49,1.78,67.77,17.85,0.57,rust
UNIT-10079,LINE-B,889.72,159.89,49.71,33.27,1.23,50.64,28.48,1.85,crack
UNIT-13400,LINE-C,844.89,143.31,63.61,9.81,4.74,46.58,15.85,0.34,scratch
UNIT-13077,LINE-B,829.92,148.66,63.14,21.02,5.71,41.07,17.0,0.76,scratch
UNIT-11057,LINE-A,899.99,172.99,51.16,29.75,1.88,52.59,15.95,1.79,hole
UNIT-10907,LINE-A,876.93,195.69,48.08,34.0,1.37,40.95,18.17,2.27,hole
UNIT-12246,LINE-A,847.69,142.57,26.87,16.1,1.17,72.9,17.04,0.4,rust
UNIT-12591,LINE-B,833.24,147.29,34.58,9.33,1.15,81.5,16.53,0.53,rust
UNIT-13145,LINE-B,835.81,151.44,69.03,12.45,5.65,44.94,16.74,0.32,scratch
UNIT-10381,LINE-A,934.16,175.55,50.33,31.77,1.33,47.41,31.14,1.37,crack
UNIT-10948,LINE-B,884.09,207.05,49.96,30.56,1.83,47.7,15.17,3.07,hole
UNIT-13182,LINE-A,840.32,148.78,63.31,19.4,5.08,39.81,16.63,0.44,scratch
UNIT-12352,LINE-A,845.36,147.57,33.16,18.49,1.63,74.06,18.97,0.45,rust
UNIT-12785,LINE-B,842.65,147.19,31.9,18.88,1.95,75.55,16.97,0.63,rust
UNIT-10716,LINE-A,873.65,185.31,52.35,32.37,1.31,46.56,16.65,2.52,hole
UNIT-12341,LINE-B,832.98,149.81,39.58,15.81,1.73,70.16,17.26,0.54,rust
UNIT-10687,LINE-A,939.67,183.15,51.71,33.31,1.3,47.43,33.21,2.12,crack
UNIT-12992,LINE-A,836.7,141.87,59.99,19.71,5.75,43.93,14.2,0.73,scratch
UNIT-11294,LINE-A,889.19,193.2,49.03,32.64,1.72,38.28,18.27,1.66,hole
UNIT-10306,LINE-B,889.56,176.92,50.37,32.73,1.6,35.65,28.36,2.47,crack
UNIT-10210,LINE-A,951.23,178.31,46.62,29.36,1.74,46.19,29.09,1.67,crack
UNIT-12045,LINE-A,836.2,136.7,44.31,32.65,1.22,44.22,14.76,0.55,normal
UNIT-12598,LINE-C,834.63,147.85,33.05,15.65,1.89,91.83,17.11,0.82,rust
UNIT-13470,LINE-C,832.33,157.85,68.27,16.85,4.57,43.19,14.64,0.65,scratch
UNIT-12084,LINE-C,834.29,151.49,48.67,33.94,1.13,46.71,18.37,0.64,normal
UNIT-10886,LINE-A,890.58,199.17,50.09,30.19,1.66,38.12,17.57,2.57,hole
UNIT-13114,LINE-B,856.78,152.4,61.21,15.51,5.69,39.87,16.05,0.56,scratch
UNIT-10918,LINE-C,890.56,200.91,47.64,30.32,1.39,41.61,14.28,2.06,hole
UNIT-12627,LINE-B,839.21,149.34,38.76,15.62,1.6,70.71,18.6,0.56,rust
UNIT-12167,LINE-B,823.15,149.7,35.66,19.47,1.27,63.09,13.59,0.29,rust
UNIT-10192,LINE-B,880.21,181.5,51.96,31.5,1.42,49.69,33.05,1.45,crack
UNIT-13058,LINE-B,841.36,151.52,68.71,19.24,3.64,43.32,16.15,0.29,scratch
UNIT-12384,LINE-A,841.58,157.71,31.2,19.42,1.83,71.27,17.11,0.65,rust
UNIT-11266,LINE-C,878.61,184.54,48.68,32.97,1.83,49.86,17.48,2.22,hole
UNIT-10484,LINE-C,897.99,174.19,50.07,33.03,1.31,38.38,34.65,1.69,crack
UNIT-12640,LINE-B,834.06,150.56,34.81,12.38,1.2,72.74,16.78,0.55,rust
UNIT-10916,LINE-B,870.78,189.42,49.82,30.3,1.36,46.88,16.22,2.22,hole
UNIT-13033,LINE-A,829.12,152.01,55.22,14.23,6.27,46.18,15.79,0.37,scratch
UNIT-10278,LINE-B,890.09,179.17,51.33,32.72,2.13,44.0,26.07,1.91,crack
UNIT-10989,LINE-B,876.94,197.79,51.85,33.69,1.34,44.32,16.88,2.64,hole
UNIT-12004,LINE-B,833.1,150.55,52.98,34.86,1.53,44.62,18.48,0.3,normal
UNIT-11246,LINE-C,864.44,204.16,49.47,36.78,1.58,44.45,17.79,2.57,hole
UNIT-12647,LINE-A,837.45,155.03,31.21,12.38,1.96,68.35,17.42,0.63,rust
UNIT-10572,LINE-A,899.58,171.59,49.06,29.39,1.73,38.27,25.78,1.84,crack
UNIT-11436,LINE-C,851.83,141.33,52.15,29.81,1.86,42.1,15.78,0.41,normal
UNIT-12406,LINE-B,836.96,144.57,31.87,17.55,1.4,83.48,16.12,0.34,rust
UNIT-10994,LINE-B,887.99,184.53,50.03,34.27,1.85,50.84,16.26,1.98,hole
UNIT-12645,LINE-C,844.28,153.09,29.98,19.43,2.13,59.11,18.78,0.48,rust
UNIT-13239,LINE-B,844.48,150.56,65.79,14.57,5.5,39.81,15.54,0.57,scratch
UNIT-10586,LINE-B,900.66,181.83,49.85,33.65,1.28,43.79,36.04,2.01,crack
UNIT-13430,LINE-B,833.22,157.99,75.12,17.46,5.39,45.66,16.88,0.51,scratch
UNIT-10414,LINE-B,901.57,180.08,51.12,31.0,1.47,44.95,23.24,1.74,crack
UNIT-13492,LINE-A,831.72,144.53,74.37,19.3,4.54,40.01,15.01,0.55,scratch
UNIT-11350,LINE-A,879.84,183.78,51.77,32.79,1.65,49.94,17.46,1.72,hole
UNIT-11008,LINE-A,889.11,193.35,49.83,32.09,1.58,47.95,16.07,2.07,hole
UNIT-10675,LINE-A,894.45,163.66,49.35,32.74,1.65,45.4,29.13,1.56,crack
UNIT-12970,LINE-A,843.22,157.67,54.46,11.57,6.18,40.26,17.0,0.43,scratch
UNIT-10856,LINE-C,885.89,183.54,51.73,31.1,1.17,53.03,16.75,2.75,hole
UNIT-10448,LINE-B,895.32,177.25,48.72,30.4,1.5,47.08,26.29,1.71,crack
UNIT-12808,LINE-B,847.39,144.79,62.86,18.36,4.2,46.55,18.19,0.67,scratch
UNIT-10866,LINE-A,890.65,182.33,49.43,33.23,1.6,43.21,15.8,2.2,hole
UNIT-12536,LINE-B,844.81,148.16,32.18,13.02,1.66,80.56,16.23,0.61,rust
UNIT-12643,LINE-A,819.0,161.42,34.0,18.85,1.98,76.19,16.99,0.41,rust
UNIT-13362,LINE-B,858.97,151.44,67.65,15.76,5.43,38.66,17.27,0.65,scratch
UNIT-12780,LINE-A,854.64,149.35,33.54,12.17,1.72,80.44,17.4,0.48,rust
UNIT-12698,LINE-B,842.32,152.17,32.66,16.32,2.43,71.04,19.23,0.28,rust
UNIT-11961,LINE-B,842.08,157.26,50.24,31.76,1.8,46.21,16.09,0.38,normal
UNIT-13116,LINE-B,845.49,159.23,68.34,20.31,4.9,40.57,15.65,0.8,scratch
UNIT-12924,LINE-A,816.82,152.22,70.64,22.95,4.19,42.04,15.76,0.38,scratch
UNIT-11248,LINE-B,881.49,196.18,52.02,30.08,1.47,40.51,14.98,1.87,hole
UNIT-10295,LINE-A,917.04,176.81,50.85,32.56,1.65,42.54,28.65,2.14,crack
UNIT-11548,LINE-A,840.35,150.7,54.92,29.92,1.61,39.76,16.26,0.75,normal
UNIT-10589,LINE-A,923.39,180.09,48.96,30.32,1.37,44.56,32.56,1.91,crack
UNIT-11742,LINE-A,851.03,155.27,52.27,31.38,1.5,45.38,16.8,0.63,normal
UNIT-11282,LINE-B,859.65,180.28,49.94,34.74,1.6,44.66,17.3,1.96,hole
UNIT-11963,LINE-A,848.28,154.5,49.72,34.71,1.54,44.82,16.14,0.44,normal
UNIT-12267,LINE-A,839.21,160.61,35.1,8.68,1.6,83.7,17.93,0.51,rust
UNIT-12699,LINE-A,832.6,141.82,32.5,17.33,2.05,70.58,17.1,0.54,rust
UNIT-13019,LINE-A,831.3,161.41,72.0,15.13,3.61,40.23,17.6,0.79,scratch
UNIT-12549,LINE-C,846.56,151.41,31.11,16.47,1.91,74.64,15.45,0.53,rust
UNIT-11968,LINE-A,843.47,153.34,46.2,29.85,1.93,43.76,16.36,0.46,normal
UNIT-12637,LINE-B,842.36,142.64,38.19,12.72,1.17,80.85,14.93,0.4,rust
UNIT-11418,LINE-B,847.91,150.32,46.73,32.31,1.68,46.84,19.03,0.49,normal
UNIT-10426,LINE-B,923.92,181.94,47.05,31.56,1.78,37.78,30.45,1.79,crack
UNIT-10535,LINE-A,900.65,181.94,49.08,31.08,1.69,41.29,26.11,2.16,crack
UNIT-11055,LINE-C,889.29,182.46,46.67,30.5,1.37,48.85,14.13,2.68,hole
UNIT-12648,LINE-B,843.05,154.06,33.8,14.49,1.41,79.25,17.05,0.33,rust
UNIT-12916,LINE-B,852.08,159.13,64.17,14.77,5.81,46.74,17.22,0.05,scratch
UNIT-11967,LINE-A,839.22,149.77,48.14,32.56,1.73,47.94,17.59,0.63,normal
UNIT-11771,LINE-B,853.52,154.93,48.4,30.33,1.06,35.96,16.08,0.69,normal
UNIT-10133,LINE-A,881.88,188.3,50.2,32.7,1.36,42.74,32.87,1.65,crack
UNIT-10007,LINE-A,872.5,173.44,52.26,32.04,1.44,38.02,26.71,2.33,crack
UNIT-13106,LINE-B,835.64,140.93,61.75,10.22,4.7,43.62,21.76,0.58,scratch
UNIT-10422,LINE-B,885.94,182.35,50.39,32.8,1.58,41.06,30.54,1.06,crack
UNIT-11691,LINE-A,848.05,154.58,49.85,31.45,1.62,47.97,15.11,0.38,normal
UNIT-13103,LINE-A,840.0,146.19,65.66,15.12,6.76,44.95,19.11,0.33,scratch
UNIT-12385,LINE-A,841.27,147.87,36.16,14.74,1.7,80.86,16.14,0.46,rust
UNIT-11194,LINE-A,896.5,195.95,48.14,33.87,1.76,42.9,16.16,1.84,hole
UNIT-11717,LINE-A,833.88,150.54,55.35,35.65,1.71,46.52,17.71,0.45,normal
UNIT-11369,LINE-B,868.74,198.87,48.54,34.48,1.5,37.13,16.71,3.19,hole
UNIT-10557,LINE-A,884.97,174.0,49.21,28.81,1.61,43.53,29.17,1.23,crack
UNIT-12391,LINE-A,847.75,146.09,34.3,9.57,1.41,74.82,15.95,0.55,rust
UNIT-12046,LINE-B,832.48,144.75,49.56,31.3,1.6,40.38,18.51,0.63,normal
UNIT-13161,LINE-B,840.65,149.68,67.31,16.62,5.18,44.58,14.39,0.21,scratch
UNIT-13125,LINE-A,826.41,145.9,64.74,13.38,5.0,47.51,16.83,0.55,scratch
UNIT-13448,LINE-B,835.39,153.43,68.67,12.34,5.66,44.76,17.67,0.41,scratch
UNIT-10571,LINE-A,897.55,176.75,55.62,30.18,1.95,45.49,27.9,1.55,crack
UNIT-10353,LINE-A,906.9,159.26,45.74,32.15,1.43,42.97,33.86,2.14,crack
UNIT-10092,LINE-C,897.42,186.13,52.5,26.21,2.23,43.44,33.4,1.06,crack
UNIT-12488,LINE-A,839.12,147.51,35.41,20.54,1.33,77.41,17.06,0.16,rust
UNIT-13126,LINE-B,854.51,158.15,62.48,18.05,3.8,43.67,16.7,0.4,scratch
UNIT-11171,LINE-C,877.86,186.73,48.38,30.76,1.26,47.6,16.26,3.12,hole
UNIT-12309,LINE-C,835.53,143.04,39.79,14.5,0.7,87.16,17.4,0.79,rust
UNIT-11286,LINE-A,891.43,190.31,50.73,24.76,1.84,39.59,15.57,2.74,hole
UNIT-12443,LINE-B,831.44,152.78,34.69,17.73,1.65,75.15,17.03,0.52,rust
UNIT-12847,LINE-B,839.73,152.66,66.88,16.84,4.91,44.46,15.73,0.56,scratch
UNIT-11883,LINE-A,832.2,157.79,51.5,36.38,1.12,45.25,16.35,0.5,normal
UNIT-12021,LINE-C,840.93,145.58,47.28,33.9,2.11,46.2,16.74,0.68,normal
UNIT-11890,LINE-A,823.26,156.85,53.12,33.0,1.27,37.67,16.18,0.59,normal
UNIT-12482,LINE-A,836.13,152.54,43.0,13.46,1.75,87.0,18.33,0.42,rust
UNIT-11592,LINE-B,848.38,151.83,52.06,30.25,1.45,49.39,19.34,0.33,normal
UNIT-12105,LINE-B,845.82,154.8,36.14,12.0,1.18,74.3,17.08,0.37,rust
UNIT-10698,LINE-B,916.0,171.3,47.94,31.01,1.0,38.7,32.81,2.38,crack
UNIT-12918,LINE-A,845.96,152.99,68.19,14.57,5.86,36.63,18.02,0.49,scratch
UNIT-10349,LINE-A,885.88,177.7,49.38,32.64,1.67,49.05,30.79,1.35,crack
UNIT-12103,LINE-A,833.27,153.68,36.0,18.32,1.62,83.29,15.89,0.55,rust
UNIT-13457,LINE-C,830.1,155.58,56.11,21.17,5.12,45.82,17.59,0.33,scratch
UNIT-12830,LINE-A,849.17,143.15,72.9,12.68,5.16,47.36,17.76,0.56,scratch
UNIT-12539,LINE-A,834.58,143.73,27.39,9.74,1.74,82.18,16.6,0.47,rust
UNIT-11138,LINE-A,894.09,184.11,42.64,30.59,1.69,43.56,17.77,2.81,hole
UNIT-12247,LINE-A,854.66,148.35,33.82,17.67,1.19,65.68,19.11,0.27,rust
UNIT-12719,LINE-B,838.06,154.33,36.3,14.44,1.72,91.79,14.03,0.51,rust
UNIT-11989,LINE-A,836.83,145.91,51.54,31.7,1.57,33.99,16.66,0.34,normal
UNIT-13308,LINE-C,843.21,152.88,61.77,17.41,6.42,39.97,15.17,0.2,scratch
UNIT-13291,LINE-C,829.89,151.66,58.49,25.99,6.54,48.64,17.06,0.55,scratch
UNIT-11712,LINE-C,827.96,148.69,49.16,29.73,1.15,45.97,17.49,0.32,normal
UNIT-11340,LINE-B,906.58,182.39,47.5,29.59,1.2,37.51,17.35,2.79,hole
UNIT-12898,LINE-A,837.28,149.28,70.48,20.34,5.83,42.11,15.95,0.56,scratch
UNIT-10454,LINE-A,895.86,183.68,47.03,31.21,1.76,44.36,27.12,1.62,crack
UNIT-10914,LINE-B,892.22,176.27,49.88,34.91,1.73,39.68,15.54,2.82,hole
UNIT-12360,LINE-B,839.39,152.02,35.19,7.45,1.42,86.39,14.09,0.73,rust
UNIT-11200,LINE-A,870.26,195.75,48.66,33.65,1.84,46.08,16.58,2.28,hole
UNIT-11925,LINE-C,838.8,152.95,48.47,35.14,1.98,44.03,17.09,0.37,normal
UNIT-11275,LINE-B,892.32,190.53,49.2,31.13,1.47,37.14,17.45,2.72,hole
UNIT-12288,LINE-B,836.2,152.86,37.92,17.01,1.48,85.34,15.87,0.66,rust
UNIT-10038,LINE-A,892.55,163.68,48.72,29.88,1.58,47.82,23.93,1.51,crack
UNIT-10975,LINE-B,910.93,194.65,50.88,29.54,1.67,42.34,15.84,3.34,hole
UNIT-13235,LINE-B,837.6,148.05,59.3,21.65,4.61,48.75,18.14,0.55,scratch
UNIT-10984,LINE-B,882.3,181.78,57.72,32.85,1.08,43.15,16.81,2.32,hole
UNIT-11250,LINE-B,871.98,187.33,50.28,28.75,1.53,48.71,18.31,2.41,hole
UNIT-12354,LINE-A,848.34,151.27,42.68,17.72,2.0,81.58,16.86,0.46,rust
UNIT-11419,LINE-B,832.35,148.22,49.46,35.9,1.51,36.46,20.57,0.53,normal
UNIT-11285,LINE-C,862.96,187.15,49.61,33.78,1.47,48.8,17.58,2.69,hole
UNIT-11561,LINE-B,844.23,151.89,53.04,32.79,1.28,41.07,19.74,0.39,normal
UNIT-10040,LINE-A,908.04,169.52,48.67,30.85,1.52,34.79,30.2,1.61,crack
UNIT-11487,LINE-A,832.67,149.74,51.05,31.26,2.18,48.1,17.68,0.44,normal
UNIT-12243,LINE-B,838.09,148.85,41.22,14.58,1.36,90.06,16.64,0.38,rust
UNIT-10170,LINE-B,888.82,167.97,52.02,30.05,1.74,46.02,34.34,2.11,crack
UNIT-11356,LINE-A,894.32,194.43,48.34,33.46,1.63,46.42,16.57,2.9,hole
UNIT-10738,LINE-A,876.89,196.15,47.21,27.67,1.72,46.12,15.52,2.25,hole
UNIT-12407,LINE-A,856.76,155.38,38.49,15.66,1.39,67.47,16.58,0.52,rust
UNIT-13150,LINE-A,841.0,147.34,67.62,12.22,4.24,36.95,19.15,0.52,scratch
UNIT-11673,LINE-A,824.08,156.47,49.49,30.73,1.87,43.17,15.43,0.27,normal
UNIT-11565,LINE-C,839.39,156.3,49.16,33.67,1.4,46.75,16.63,0.73,normal
UNIT-12311,LINE-B,831.93,148.54,42.22,16.58,1.31,92.94,17.0,0.33,rust
UNIT-10635,LINE-A,877.25,173.7,48.72,32.98,1.08,39.51,32.47,1.64,crack
UNIT-13091,LINE-B,845.26,147.96,71.06,23.48,4.06,43.22,16.84,0.52,scratch
UNIT-12321,LINE-C,854.22,137.79,33.56,15.18,1.22,93.22,17.03,0.48,rust
UNIT-11641,LINE-A,833.7,152.4,47.94,32.16,1.74,49.81,18.21,0.51,normal
UNIT-11291,LINE-B,857.12,183.69,54.25,38.98,1.5,42.45,14.54,1.65,hole
UNIT-12726,LINE-A,846.22,153.73,31.21,20.8,1.72,82.01,17.78,0.62,rust
UNIT-11381,LINE-A,884.62,202.86,52.88,30.91,1.97,41.1,17.08,2.9,hole
UNIT-11934,LINE-B,831.37,151.3,52.25,29.05,2.35,48.76,17.0,0.38,normal
UNIT-10580,LINE-C,913.84,167.34,49.9,29.05,1.88,44.22,26.91,1.23,crack
UNIT-10329,LINE-A,927.27,187.25,48.36,30.14,1.57,50.66,28.92,1.01,crack
UNIT-12155,LINE-A,839.18,146.64,38.86,17.48,1.35,78.52,16.55,0.48,rust
UNIT-12031,LINE-A,843.51,159.2,50.19,31.51,1.31,45.48,18.53,0.23,normal
UNIT-10893,LINE-A,872.36,181.71,51.16,29.69,1.26,41.13,17.29,1.57,hole
UNIT-11144,LINE-C,898.62,195.95,52.38,31.76,1.55,48.31,17.95,2.88,hole
UNIT-10781,LINE-C,883.52,191.74,51.08,33.3,1.46,38.64,19.07,2.89,hole
UNIT-12526,LINE-C,841.09,150.89,32.66,13.0,2.13,90.78,18.59,0.45,rust
UNIT-12190,LINE-B,840.18,154.69,39.75,17.91,1.64,85.35,17.96,0.52,rust
UNIT-10160,LINE-B,898.62,178.66,45.5,30.91,1.36,41.52,34.41,1.45,crack
UNIT-10003,LINE-C,920.66,182.99,50.73,30.73,1.29,43.35,26.79,1.47,crack
UNIT-10850,LINE-A,895.39,192.83,47.78,31.11,1.23,51.42,19.06,2.61,hole
UNIT-12109,LINE-A,834.95,154.22,36.36,16.6,1.47,84.35,17.59,0.46,rust
UNIT-11597,LINE-B,841.25,159.87,51.33,34.64,1.66,42.51,18.45,0.61,normal
UNIT-11777,LINE-A,847.5,148.08,51.13,31.52,1.61,47.73,14.08,0.59,normal
UNIT-11914,LINE-C,845.57,146.16,45.04,32.93,1.4,40.44,15.11,0.46,normal
UNIT-11044,LINE-B,875.0,190.95,46.74,31.1,1.31,44.51,15.61,1.74,hole
UNIT-11545,LINE-B,826.15,153.08,53.37,27.87,1.88,43.19,18.97,0.49,normal
UNIT-12506,LINE-A,844.26,146.41,30.31,19.06,2.5,70.82,16.06,0.3,rust
UNIT-10054,LINE-C,907.32,177.4,45.77,35.06,1.55,42.29,32.68,1.27,crack
UNIT-13373,LINE-B,845.76,145.96,52.98,22.57,4.69,45.45,17.48,0.56,scratch
UNIT-11912,LINE-B,828.64,144.05,50.34,26.38,1.42,49.63,18.47,0.42,normal
UNIT-13442,LINE-A,837.8,147.46,67.7,13.97,4.95,52.84,17.53,0.45,scratch
UNIT-10825,LINE-B,861.53,192.6,49.33,32.71,2.03,45.49,17.25,1.89,hole
UNIT-13133,LINE-C,841.47,155.88,64.62,19.25,4.45,44.17,16.12,0.57,scratch
UNIT-11390,LINE-A,852.01,202.08,52.74,26.66,1.5,40.41,16.49,2.25,hole
UNIT-13026,LINE-A,837.52,141.53,72.99,22.65,5.15,42.43,17.66,0.54,scratch
UNIT-12272,LINE-B,853.04,144.22,30.24,21.67,2.2,65.47,17.41,0.55,rust
UNIT-11608,LINE-A,843.43,148.98,51.69,31.78,1.6,45.01,18.39,0.4,normal
UNIT-11595,LINE-B,835.99,145.22,48.38,31.35,2.07,45.11,18.85,0.54,normal
UNIT-10772,LINE-A,897.25,192.64,49.37,31.74,0.96,43.21,18.08,2.61,hole
UNIT-11869,LINE-A,841.79,149.81,50.66,28.38,1.53,47.3,16.35,0.37,normal
